scene,comparison,frame_id,iteration,stage,input_token_drift,stage_drift
scene0000_00,H200(Z200)_vs_H200(Z500_shared),5375,1,adaln_input,4.670668210456554,14.440980957163108
scene0000_00,H200(Z200)_vs_H200(Z500_shared),5398,1,adaln_input,4.398727153255997,13.404048397571918
scene0000_00,H200(Z200)_vs_H200(Z500_shared),5431,1,adaln_input,4.207487250335629,12.662096510425938
scene0000_00,H200(Z200)_vs_H200(Z500_shared),5454,1,adaln_input,4.13806447847763,12.491084745162935
scene0000_00,H200(Z200)_vs_H200(Z500_shared),5487,1,adaln_input,4.164397565721782,12.389590251662538
scene0000_00,H200(Z200)_vs_H200(Z500_shared),5509,1,adaln_input,4.409986852758539,13.320647778845327
scene0000_00,H200(Z200)_vs_H200(Z500_shared),5543,1,adaln_input,4.519851532767808,13.67635630579576
scene0000_00,H200(Z200)_vs_H200(Z500_shared),5577,1,adaln_input,4.964465605703299,16.026791650732317
scene0000_00,H200(Z200)_vs_H200(Z500_shared),0,2,adaln_input,4.379363781286818,3.586152078451075
scene0000_00,H200(Z200)_vs_H200(Z500_shared),22,2,adaln_input,4.951131025077081,3.966953860418014
scene0000_00,H200(Z200)_vs_H200(Z500_shared),55,2,adaln_input,4.506230366869113,3.8337715564506163
scene0000_00,H200(Z200)_vs_H200(Z500_shared),78,2,adaln_input,4.554764817000407,3.7425908102477212
scene0000_00,H200(Z200)_vs_H200(Z500_shared),111,2,adaln_input,4.2450772810102935,3.5767880668373597
scene0000_00,H200(Z200)_vs_H200(Z500_shared),134,2,adaln_input,4.433078025160071,3.9271246954679206
scene0000_00,H200(Z200)_vs_H200(Z500_shared),167,2,adaln_input,5.076179334856826,4.049559423196399
scene0000_00,H200(Z200)_vs_H200(Z500_shared),189,2,adaln_input,4.812344045473465,3.854273723982882
scene0000_00,H200(Z200)_vs_H200(Z500_shared),223,2,adaln_input,4.732728777701188,3.8356184887935862
scene0000_00,H200(Z200)_vs_H200(Z500_shared),245,2,adaln_input,5.224172806037205,4.4672242527418975
scene0000_00,H200(Z200)_vs_H200(Z500_shared),279,2,adaln_input,5.0306529364346835,5.186793127001111
scene0000_00,H200(Z200)_vs_H200(Z500_shared),301,2,adaln_input,5.199518317831699,5.1143853528275285
scene0000_00,H200(Z200)_vs_H200(Z500_shared),335,2,adaln_input,5.196094982637344,4.547549985385475
scene0000_00,H200(Z200)_vs_H200(Z500_shared),357,2,adaln_input,4.778569955920239,4.408072725870435
scene0000_00,H200(Z200)_vs_H200(Z500_shared),391,2,adaln_input,5.558677271379768,6.276827976126727
