scene,group,set,camera_center_displacement_mean,rotation_change_deg_mean,fov_change_mean,aligned_translation_error_mean,aligned_translation_error_delta
scene0380_02,fov,selected,0.06391047718920986,4.241038306046375,0.4181787155383513,0.16336650084568016,0.050629460279615526
scene0380_02,fov,controls,0.027609121500996994,1.0434552290463763,0.01821805104975377,0.10355891305475017,-0.009178127511314471
scene0395_00,translation,selected,0.277368586967669,8.174431851884485,0.04660207181760384,0.3765299532233016,0.24844603748125557
scene0395_00,translation,controls,0.011650489705629787,1.1100543746018252,0.022576843671961996,0.1297274266855381,0.0016435109434920492
scene0395_00,rotation,selected,0.14185185298441036,12.723463893667027,0.14527310219567138,0.3767693546287038,0.24868543888665776
scene0395_00,rotation,controls,0.019334378329201703,0.7531041018644637,0.0619573712968668,0.12832287734473222,0.00023896160268616073
scene0395_00,fov,selected,0.09582354977570219,5.843359038067626,0.24660491695666997,0.2185101022059291,0.09042618646388303
scene0395_00,fov,controls,0.02347179434014267,1.196354710521197,0.018770967701787655,0.1395019925396921,0.011418076797646032
scene0409_01,translation,selected,0.22427520975909454,8.270991843556812,0.05376431600994517,0.4464883656266263,0.21688861046186161
scene0409_01,translation,controls,0.010959267115176006,1.3113376640321317,0.014964519453861659,0.23006370791619038,0.00046395275142568915
scene0409_01,rotation,selected,0.1399483251097434,13.612573192362547,0.19279537331333202,0.35601220532874267,0.12641245016397798
scene0409_01,rotation,controls,0.019034620893326318,0.8365482834006062,0.04335061626489772,0.23547352470487015,0.005873769540105461
scene0409_01,fov,selected,0.06715113087161492,2.1578144408855597,0.27382857169421004,0.29596481381690515,0.06636505865214046
scene0409_01,fov,controls,0.023586037874701867,0.9913278726307565,0.015575165245442064,0.24922677286402836,0.01962701769926367
scene0421_02,translation,selected,0.1767092919038421,8.961981639983074,0.04238803217065617,0.10148398437015013,0.057373868876311074
scene0421_02,translation,controls,0.009399776743807504,1.1344771782087129,0.019589868293831456,0.045060709016726874,0.000950593522887816
scene0421_02,rotation,selected,0.12493164054948452,16.109217904977964,0.1550385651209069,0.11678334002894841,0.07267322453510935
scene0421_02,rotation,controls,0.014967809672705718,0.7106164474706611,0.06447126773536092,0.04585178685577478,0.0017416713619357246
scene0421_02,fov,selected,0.05428440230071152,3.9704408851459783,0.2690347898758726,0.055753789488202796,0.011643673994363737
scene0421_02,fov,controls,0.01786111557793659,1.018747553172989,0.01868243338264064,0.04582538880875029,0.0017152733149112323
scene0435_03,translation,selected,0.1446640363942534,7.379823869252928,0.06281096882381777,0.23395757737338668,0.14384660071919744
scene0435_03,translation,controls,0.009506719222869695,1.262868022836607,0.020194029542628736,0.09242872092896576,0.0023177442747765176
scene0435_03,rotation,selected,0.11527967009555312,14.774499437961492,0.16278302891516988,0.23508527311797997,0.14497429646379073
scene0435_03,rotation,controls,0.013446448566698082,0.7637626090813372,0.051447384947726514,0.08890146374423408,-0.0012095129099551627
scene0435_03,fov,selected,0.04601512939416265,3.340208728504834,0.29939680153438936,0.10590102592599115,0.015790049271801915
scene0435_03,fov,controls,0.01743184176003552,0.9881578634164294,0.020541767863450845,0.08794275176465774,-0.0021682248895315004
scene0451_01,translation,selected,0.2836494361587774,8.508996910572966,0.04939951816308487,0.48993195767615105,0.43534274049141347
scene0451_01,translation,controls,0.0122883360922415,1.1126370039512599,0.020745385333801342,0.06057769568953219,0.005988478504794628
scene0451_01,rotation,selected,0.1986339817551572,14.396229421432203,0.14689145877466142,0.5513965439099864,0.4968073267252488
scene0451_01,rotation,controls,0.016049692956505338,0.7739827966329237,0.059618182401785416,0.061903993624360096,0.007314776439622535
scene0451_01,fov,selected,0.07185717995954481,4.7020062028728296,0.33396274904086953,0.15759913379276208,0.10300991660802453
scene0451_01,fov,controls,0.02106072179574948,1.1367978786980752,0.019990052057706015,0.06824402997021786,0.013654812785480301
scene0466_01,translation,selected,0.26541382381776985,6.619117830413177,0.04785379187351148,0.7140388082402412,0.5133198848273738
scene0466_01,translation,controls,0.01705842723099804,1.005492622959479,0.021247026959635363,0.20683080081932548,0.006111877406458022
scene0466_01,rotation,selected,0.14455290356384082,11.456004657817102,0.16468312846841557,0.6929751929561359,0.4922562695432684
