scene,frame_count_actual,iteration,delta_norm_mean,delta_norm_p95,delta_norm_max,pose_ate_rmse_aligned,pose_ate_mean_aligned,pose_ate_max_aligned,pose_are_mean_deg_aligned,pose_are_max_deg_aligned,pose_rpe_rot_mean_deg,pose_rpe_trans_mean_aligned,pose_sim3_scale,frame_count_requested,inference_time_ms,peak_cuda_memory_mb
scene0000_00,100,8,0.0002732186112552881,0.0009839599952101707,0.0018223891966044903,0.18554201719594382,0.1474320928368789,0.8357371687297346,3.3999501639584757,17.26565019965783,2.438228465720864,0.12107748390060594,3.46867755780013,100,12484.741255640984,14989.919921875
scene0000_00,100,16,0.0001375989377265796,0.0005198118160478771,0.0008935658261179924,0.18489893489744028,0.14626795529490152,0.8389216177211535,3.444851409834302,17.366201024460096,2.453927996237589,0.11999684973056195,3.4704084947952962,100,12484.741255640984,14989.919921875
scene0000_00,200,1,1.862502098083496,2.119757890701294,2.296365737915039,0.20307181224224166,0.1707681502751907,0.6353366734281541,3.564778038980046,20.583704351943254,2.037811572390273,0.10548940755317456,3.498019089525166,200,43908.05634204298,23960.26123046875
scene0000_00,200,2,0.006585713010281324,0.017598120495676994,0.05740588530898094,0.1940142565083517,0.1626636606397341,0.646280641015514,3.6778776241533926,20.708580759281904,2.013958847879863,0.10105336575301685,3.5056888704037057,200,43908.05634204298,23960.26123046875
scene0000_00,200,4,0.0005219277809374034,0.0016225444851443172,0.004306982271373272,0.19329888092690603,0.1620208726232077,0.6497327066646053,3.711202763692297,20.715494379251975,2.012253589529071,0.1007679087908456,3.507415679594832,200,43908.05634204298,23960.26123046875
scene0000_00,200,8,0.0003099717141594738,0.0009749624878168106,0.002569202333688736,0.19264976414842652,0.16148433720883662,0.6540906162549608,3.760103598108957,20.72352755607465,2.011200065758794,0.10069685525404695,3.509534873670674,200,43908.05634204298,23960.26123046875
scene0000_00,200,16,0.0001496188051532954,0.0004968008142895997,0.0012270661536604166,0.1924510471437254,0.1613052643529054,0.6583212584013485,3.821581247764154,20.73067088823156,2.012459519341363,0.10100998061115488,3.511739199917678,200,43908.05634204298,23960.26123046875
scene0000_00,500,1,1.7799744606018066,2.0106041431427,2.139608860015869,1.3605147590409559,1.2002709451432778,4.027120659729142,37.045870255071165,179.3071523254805,7.478204780688953,0.2500904872074129,2.4608163314708653,500,260903.00969081,50877.76953125
scene0000_00,500,2,0.01788315549492836,0.05050339549779892,0.10403954237699509,1.3601792690388392,1.199623892981283,3.8673024104816225,36.749738556100645,179.76309534267145,7.477269880283799,0.2501722463018411,2.441351657294809,500,260903.00969081,50877.76953125
scene0000_00,500,4,0.005633641965687275,0.02558198943734169,0.05514300987124443,1.3663347664261165,1.206868880334796,3.631145986077755,36.631050458995965,178.1777437668459,7.463645019876842,0.25076288957999693,2.4002180559051824,500,260903.00969081,50877.76953125
scene0000_00,500,8,0.0007339079165831208,0.0024441576097160578,0.00898682326078415,1.3691286331007053,1.2099989189022435,3.5082387139728834,36.608699419931405,176.01540429169214,7.406237187703056,0.24942802572503797,2.3893745213639463,500,260903.00969081,50877.76953125
